method,seg_len_L,delta_mag,batch_size,seed,n_steps,none_ratio,delta_only_ratio,full_ratio,n_none,n_delta_only,n_full
R-BOCPD-PF-halfdiscrepancy,120,2.0,20,456,24,0.9166666666666666,0.0,0.08333333333333333,22,0,2
R-BOCPD-PF-halfdiscrepancy-hybrid,120,2.0,20,456,24,0.9166666666666666,0.0,0.08333333333333333,22,0,2
