method,slope,batch_size,seed,theta_rmse,y_rmse,y_crps
R-BOCPD-PF-halfdiscrepancy,0.001,10,456,0.03356587745244925,0.3241875423937063,0.18157818686684193
R-BOCPD-PF-halfdiscrepancy-hybrid,0.001,10,456,0.03398191032008731,0.32451532204158057,0.18174503814680312
