batch_idx,gt_theta,DA_theta,BC_theta,Ours_theta
117,15.000000,14.110805,13.583175,14.914587
118,15.000000,14.239173,15.941130,14.821513
119,15.000000,14.313063,16.967128,14.677961
120,15.000000,14.361147,16.981290,14.658033
121,15.000000,14.435832,17.011156,14.683324
122,15.000000,14.467594,17.009447,14.676892
123,15.000000,14.459876,17.009280,14.447507
124,15.000000,14.561511,17.014811,14.830382
125,15.000000,14.538801,16.989252,14.424379
126,15.000000,14.534467,17.021208,14.427366
127,15.000000,14.528050,17.018300,14.480995
128,15.000000,14.577505,17.016742,14.903096
129,15.000000,14.652975,17.067390,14.896333
130,15.000000,14.696105,17.038414,14.852294
131,15.000000,14.704967,17.030998,14.741171
132,15.000000,14.659684,17.031603,14.415513
133,15.000000,14.702413,17.089759,14.959097
134,15.000000,14.705214,17.065945,14.725548
135,15.000000,14.695991,17.062141,14.563919
136,15.000000,14.712595,17.090283,15.028501
137,15.000000,14.700864,17.093882,14.583553
138,15.000000,14.694915,17.092768,14.584095
139,15.000000,14.716515,17.079922,14.821942
140,15.000000,14.717398,17.061162,14.759224
141,15.000000,14.696513,17.049629,14.337622
142,15.000000,14.703714,17.048930,14.776756
143,15.000000,14.705913,17.063434,14.866026
144,15.000000,14.691011,17.053103,14.632394
145,15.000000,14.711985,17.079915,14.955690
146,15.000000,14.694572,17.062252,14.640189
147,15.000000,14.679956,17.071574,14.521591
148,15.000000,14.712806,17.076846,14.808739
149,15.000000,14.690287,17.068379,14.565008
150,20.000000,14.971571,17.117124,17.644623
151,20.000000,15.263138,17.145641,19.683770
152,20.000000,15.554986,17.252423,19.691926
153,20.000000,15.820488,17.287600,19.675137
154,20.000000,16.090182,17.294103,19.699928
155,20.000000,16.424920,17.359772,19.744970
156,20.000000,16.736975,17.306529,19.725845
157,20.000000,17.002093,17.291968,19.902615
158,20.000000,17.226196,17.396609,19.809514
159,20.000000,17.509584,17.421762,19.933510
160,20.000000,17.732513,17.494757,19.976042
161,20.000000,17.923227,17.448569,19.532707
162,20.000000,18.164277,17.440368,19.876924
163,20.000000,18.318965,17.445160,19.796980
164,20.000000,18.516393,17.501685,19.712506
165,20.000000,18.679555,17.294814,19.699636
166,20.000000,18.821562,17.383234,19.548569
167,20.000000,18.920596,17.353409,19.685640
168,20.000000,19.005752,17.433664,19.665873
169,20.000000,19.068455,17.500122,19.647752
170,20.000000,19.162721,17.493493,19.800301
171,20.000000,19.224360,17.493242,19.697146
172,20.000000,19.273333,17.492510,19.533492
173,20.000000,19.287531,17.493319,19.415696
174,20.000000,19.331758,17.498869,19.539771
175,20.000000,19.381345,17.499083,19.815562
176,20.000000,19.412638,17.493395,19.780684
177,20.000000,19.468123,17.489922,19.805973
178,20.000000,19.462994,17.488164,19.614610
179,20.000000,19.460277,17.484996,19.470703
180,20.000000,19.476934,17.466310,19.503086
181,20.000000,19.523553,17.408473,20.015983
182,20.000000,19.533174,17.400251,19.764371
183,20.000000,19.567924,17.414688,19.775244
184,20.000000,19.616588,17.377774,20.020781
185,20.000000,19.646702,17.377687,19.940289
186,20.000000,19.632821,17.397292,19.537500
187,20.000000,19.613695,17.400347,19.424243
188,20.000000,19.629097,17.416139,19.561539
189,20.000000,19.637786,17.407721,19.744367
190,20.000000,19.645211,17.408480,19.746544
191,20.000000,19.636364,17.411648,19.539844
192,20.000000,19.644188,17.411427,19.668495
193,20.000000,19.643179,17.427117,19.631650
194,20.000000,19.641282,17.494415,19.700984
195,20.000000,19.649409,17.513729,19.819814
196,20.000000,19.649708,17.507145,19.770990
197,20.000000,19.654106,17.507069,19.784932
198,20.000000,19.678743,17.497454,19.803449
199,20.000000,19.681393,17.499222,19.758632
200,25.000000,19.937377,17.485229,20.951837
201,25.000000,20.199313,17.514327,23.269923
202,25.000000,20.506139,17.460447,23.761794
203,25.000000,20.780555,17.461202,24.145344
204,25.000000,20.934392,17.462430,23.985991
205,25.000000,20.980092,17.554360,24.223567
206,25.000000,20.992073,17.621358,23.856770
207,25.000000,20.954696,17.736546,24.051443
208,25.000000,20.986878,17.759154,24.176449
209,25.000000,20.994743,17.749590,24.271944
210,25.000000,20.997364,17.790201,24.284812
211,25.000000,20.998313,17.819960,24.327541
212,25.000000,20.998927,17.821018,24.149293
213,25.000000,20.999214,17.833079,24.060173
214,25.000000,20.999419,17.813041,24.127224
215,25.000000,20.999554,17.802720,24.210803
216,25.000000,20.999640,17.864024,24.476342
217,25.000000,20.999698,17.818356,24.304973
218,25.000000,20.999741,17.749963,24.297142
219,25.000000,20.999781,17.723701,24.157803
220,25.000000,20.958991,17.774169,24.221866
221,25.000000,20.988673,17.768446,24.316142
222,25.000000,20.994501,17.782421,24.603979
223,25.000000,20.997055,17.774243,24.229870
224,25.000000,20.998080,17.798649,24.368378
225,25.000000,20.998769,17.792228,24.683495
226,25.000000,20.999164,17.784559,24.576418
227,25.000000,20.999343,17.785727,24.325215
228,25.000000,20.999473,17.780876,24.171070
229,25.000000,20.999572,17.789811,24.002764
230,25.000000,20.999646,17.864157,24.300334
231,25.000000,20.999703,17.871289,24.126151
232,25.000000,20.999747,17.890546,24.243783
233,25.000000,20.999788,17.880484,24.325065
234,25.000000,20.999820,17.886385,24.328734
235,25.000000,20.999843,17.872244,24.241694
236,25.000000,20.999861,17.874453,24.293793
237,25.000000,20.999876,17.874782,24.235858
238,25.000000,20.959899,17.870844,24.235639
239,25.000000,20.987836,17.871537,24.215032
240,25.000000,20.995171,17.858893,24.342296
241,25.000000,20.997167,17.855348,24.496833
242,25.000000,20.998276,17.856923,24.344485
243,25.000000,20.998871,17.860684,24.397459
244,25.000000,20.999189,17.857836,24.566980
245,25.000000,20.999418,17.859776,24.338825
246,25.000000,20.999540,17.862334,24.309209
247,25.000000,20.999628,17.854379,24.092511
248,25.000000,20.999704,17.855628,24.184317
249,25.000000,20.999752,17.849516,24.388128
250,30.000000,20.999814,17.789292,20.915241
251,30.000000,20.999863,17.828662,23.641265
252,30.000000,20.999895,17.842669,25.828172
253,30.000000,20.999915,17.864881,27.792886
254,30.000000,20.999930,17.826654,28.655980
255,30.000000,20.999944,17.836488,28.306431
256,30.000000,20.999954,17.824231,28.328610
257,30.000000,20.999961,17.791202,28.291240
258,30.000000,20.999966,17.783943,28.610657
259,30.000000,20.999971,17.757497,28.953729
260,30.000000,20.999975,17.811829,29.189947
261,30.000000,20.999977,17.850318,28.978747
262,30.000000,20.999980,17.897391,29.146445
263,30.000000,20.999982,17.878751,29.333167
264,30.000000,20.999984,17.911117,29.085360
265,30.000000,20.999986,17.961584,29.054750
266,30.000000,20.999987,18.036583,28.945828
267,30.000000,20.999988,18.048219,28.826834
268,30.000000,20.999989,18.052531,28.747035
269,30.000000,20.999990,18.083343,28.686508
270,30.000000,20.959502,18.068170,28.718709
271,30.000000,20.994063,18.072039,29.281921
272,30.000000,20.998274,18.100933,29.247940
273,30.000000,20.999189,18.101622,29.072148
274,30.000000,20.999562,18.097775,29.075750
275,30.000000,20.999728,18.104425,29.089578
276,30.000000,20.999823,18.100474,29.144309
277,30.000000,20.999872,18.094873,28.729026
278,30.000000,20.999904,18.091520,28.766470
279,30.000000,20.999923,18.087355,28.819504
280,30.000000,20.999939,18.079748,28.930108
281,30.000000,20.999951,18.079090,28.837453
282,30.000000,20.999960,18.067111,28.751691
283,30.000000,20.999967,18.030084,28.771467
284,30.000000,20.999972,18.028645,28.821403
285,30.000000,20.999976,18.012918,28.883628
286,30.000000,20.999979,17.991564,28.839536
287,30.000000,20.999982,17.969718,28.792864
288,30.000000,20.999984,18.012375,28.911387
289,30.000000,20.999986,18.023891,28.844938
290,30.000000,20.999988,18.010595,28.906888
291,30.000000,20.999989,17.973438,28.857096
292,30.000000,20.999990,17.969481,28.835147
293,30.000000,20.999991,17.975443,28.677751
294,30.000000,20.999992,17.967068,28.636487
295,30.000000,20.999992,17.971247,28.821889
296,30.000000,20.999993,17.972225,28.932570
297,30.000000,20.999993,17.994038,28.806904
298,30.000000,20.999994,17.992301,29.048887
299,30.000000,20.999994,17.947776,28.959905
