batch_idx,gt_theta,DA_theta,BC_theta,Ours_theta
163,5.081095,17.684361,5.326648,4.987880
164,4.744015,18.021159,5.187801,2.913286
165,4.433598,18.298416,5.250901,4.372370
166,4.151069,18.625688,5.408476,3.948173
167,3.897543,18.681335,5.669011,4.965329
168,3.674020,18.918153,5.482221,3.655009
169,3.481383,19.127541,5.491663,6.380098
170,3.320392,19.576165,5.400053,7.035618
171,3.191682,19.590854,5.284263,5.423979
172,3.095761,19.673711,5.430210,4.312026
173,3.033008,19.261374,5.559658,3.337329
174,3.003670,19.521698,5.526659,4.926343
175,3.007863,19.842593,5.628594,6.312553
176,3.045571,20.076964,5.685133,5.244298
177,3.116644,20.411802,5.618978,5.272598
178,3.220803,20.529256,5.584758,5.482702
179,3.357636,20.138018,5.587282,4.958613
180,3.526603,19.902740,5.583888,4.976635
181,3.727038,20.357403,5.575962,5.688845
182,3.958149,20.506898,5.627274,7.099904
183,4.219024,20.328898,5.641110,4.182425
184,4.508634,20.880928,5.645041,5.257169
185,4.825835,20.510557,5.633657,5.511138
186,5.169377,20.418521,5.591047,2.784023
187,5.537902,20.696165,5.624337,3.063889
188,5.929958,20.954036,5.539000,3.120775
189,6.343995,20.997836,5.549574,2.700172
190,6.778381,20.998332,5.560984,2.676655
191,7.231401,20.998434,5.604278,2.744188
192,7.701268,20.980348,5.592657,8.197864
193,8.186126,20.994235,5.539259,8.391077
194,8.684062,20.983759,5.530023,8.628386
195,9.193112,20.993244,5.547075,8.200927
196,9.711266,20.916313,5.628558,9.340834
197,10.236479,20.656231,5.766052,10.840440
198,10.766679,20.480846,6.302801,11.099657
199,11.299773,20.312283,6.115273,11.778747
200,11.833657,20.911524,6.030875,11.106635
201,12.366224,20.764388,6.324452,11.511292
202,12.895373,20.401130,6.313905,12.434316
203,13.419015,20.056592,6.090108,13.533964
204,13.935083,19.801047,5.894688,13.675451
205,14.441541,19.521087,6.570588,14.205668
206,14.936391,19.229906,8.356483,14.408488
207,15.417678,18.983899,8.655558,14.795411
208,15.883504,18.736045,9.996994,15.160878
209,16.332030,18.489619,11.227168,15.980168
210,16.761487,18.287493,11.758110,16.606288
211,17.170179,18.110323,11.537657,16.959734
212,17.556493,17.973282,11.951831,17.281544
213,17.918905,17.899080,12.518321,17.570083
214,18.255985,17.928335,12.502397,18.018170
215,18.566402,18.036226,12.563971,18.516406
216,18.848931,18.123101,12.495924,18.739081
217,19.102457,18.203272,12.386138,18.825806
218,19.325980,18.320237,12.641712,18.979350
219,19.518617,18.412152,13.094303,19.319759
220,19.679608,18.515629,16.833314,19.394855
221,19.808318,18.649214,16.991372,19.671044
222,19.904239,18.786386,17.001659,19.840315
223,19.966992,18.862665,17.087071,19.732470
224,19.996330,18.960012,17.147127,19.807566
225,19.992137,19.078909,17.125687,20.025331
226,19.954429,19.188615,17.209385,19.897359
227,19.883356,19.238776,17.397918,19.843395
228,19.779197,19.245041,17.364254,19.335768
229,19.642364,19.254075,17.419935,19.337404
230,19.473397,19.279479,17.545845,19.474280
231,19.272962,19.247251,17.557936,19.117244
232,19.041851,19.211485,17.574313,18.915869
233,18.780976,19.179532,17.594442,18.867744
234,18.491366,19.130684,17.585677,18.566766
235,18.174165,19.028125,17.592096,18.221888
236,17.830623,18.872268,17.609484,17.682246
237,17.462098,18.593315,17.606235,16.934742
238,17.070042,18.375632,17.593705,16.939437
239,16.656005,18.050435,17.578269,16.510546
240,16.221619,17.832364,17.554331,16.129646
241,15.768599,17.534867,17.542266,15.704166
242,15.298732,17.302901,17.401889,14.939273
243,14.813874,17.040930,17.393573,14.423502
244,14.315938,16.773448,17.338404,14.328733
245,13.806888,16.388916,17.274321,13.733110
246,13.288734,16.104305,17.155150,13.411649
247,12.763521,15.786134,17.057224,12.740994
248,12.233321,15.353733,17.042616,12.425924
249,11.700227,15.909902,17.209341,11.360319
250,11.166343,15.003976,16.208511,11.492064
251,10.633776,14.727199,16.567435,10.683347
252,10.104627,15.191688,16.391561,9.646936
253,9.580985,15.527474,16.510649,8.578168
254,9.064917,15.256748,16.465381,10.983166
255,8.558459,15.350203,16.459329,8.594689
256,8.063609,15.785271,15.463638,6.373874
257,7.582322,15.611926,14.490695,9.424270
258,7.116496,16.073090,14.784297,6.933177
259,6.667970,16.358832,12.103648,6.391218
260,6.238513,16.282900,11.625283,6.084462
261,5.829821,16.730899,10.057127,5.699821
262,5.443507,17.051850,5.758348,3.507544
263,5.081095,17.328857,5.474973,3.487037
264,4.744015,17.254185,5.826778,4.105067
265,4.433598,17.681785,5.975267,4.645614
266,4.151069,17.988868,5.953403,5.092566
267,3.897543,18.313889,5.773747,4.998970
268,3.674020,18.535251,5.476232,4.409613
269,3.481383,18.832369,5.213702,5.529484
270,3.320392,18.998196,5.134258,5.700990
271,3.191682,19.467390,5.232698,5.061131
272,3.095761,19.602485,5.323492,5.146564
273,3.033008,19.445980,5.222430,4.661856
274,3.003670,19.962133,5.208926,3.970623
275,3.007863,20.262064,5.333399,4.411932
276,3.045571,20.098553,5.311826,3.210568
277,3.116644,20.562175,5.297388,5.208968
278,3.220803,20.370959,5.331825,4.505785
279,3.357636,20.867401,5.341155,5.817747
280,3.526603,20.959257,5.348492,6.767676
281,3.727038,20.983631,5.391043,5.916489
282,3.958149,20.998217,5.449096,6.083219
283,4.219024,20.998307,5.508543,5.178911
284,4.508634,20.997364,5.509615,3.791300
285,4.825835,20.998438,5.476034,4.094808
286,5.169377,20.998082,5.474305,5.032743
287,5.537902,20.996204,5.461017,6.140945
288,5.929958,20.996814,5.503304,5.445022
289,6.343995,20.999152,5.541090,4.584013
290,6.778381,20.999535,5.522621,6.950616
291,7.231401,20.999466,5.489571,7.087710
292,7.701268,20.999078,5.469914,5.801833
293,8.186126,20.997763,5.406280,7.622264
294,8.684062,20.989305,5.446287,9.719952
295,9.193112,20.775812,5.581173,8.872496
296,9.711266,20.479856,5.677097,9.365682
297,10.236479,20.384361,5.784819,10.549512
298,10.766679,20.121324,5.904601,11.519713
299,11.299773,19.918610,5.926383,10.816569
