batch_idx,gt_theta,DA_theta,BC_theta,Ours_theta
182,6.343995,18.651859,11.712605,5.827796
183,5.929958,18.893531,10.471153,5.662007
184,5.537902,19.334850,5.786238,3.795914
185,5.169377,19.633880,5.362261,5.104166
186,4.825835,19.635717,5.752783,4.011487
187,4.508634,19.803013,5.979687,5.925125
188,4.219024,20.145658,6.036337,5.721024
189,3.958149,20.437226,5.793383,4.018822
190,3.727038,20.753853,5.582128,2.585976
191,3.526603,20.944260,5.202191,4.702624
192,3.357636,20.581512,5.136314,2.308315
193,3.220803,20.937196,5.231026,2.095525
194,3.116644,20.973351,5.245530,3.033486
195,3.045571,20.852018,5.221359,4.395916
196,3.007863,20.951062,5.213688,3.921622
197,3.003670,20.998101,5.368324,4.107123
198,3.033008,20.997518,5.298198,3.273220
199,3.095761,20.997467,5.302832,4.295058
200,3.191682,20.998736,5.332730,9.477884
201,3.320392,20.961064,5.336353,7.796533
202,3.481383,20.998588,5.339636,6.569740
203,3.674020,20.999487,5.343867,6.091829
204,3.897543,20.999589,5.448014,6.517015
205,4.151069,20.999723,5.497028,5.912197
206,4.433598,20.999467,5.511461,3.818618
207,4.744015,20.999528,5.499309,4.313150
208,5.081095,20.999678,5.446997,4.991127
209,5.443507,20.999546,5.461489,6.011977
210,5.829821,20.999644,5.499656,5.131995
211,6.238513,20.999732,5.614868,6.196238
212,6.667970,20.999745,5.525101,4.706545
213,7.116496,20.999853,5.492301,7.113522
214,7.582322,20.999732,5.490549,8.551700
215,8.063609,20.999550,5.406993,6.983497
216,8.558459,20.999062,5.438910,8.229837
217,9.064917,20.998638,5.531363,8.819669
218,9.580985,20.996554,5.668400,9.368743
219,10.104627,20.992562,5.731066,10.736736
220,10.633776,20.798122,5.919488,11.485389
221,11.166343,20.541413,5.961431,10.916046
222,11.500000,20.380322,5.926383,11.002083
