batch_idx,gt_theta,DA_theta,BC_theta,Ours_theta
245,25.000000,20.999891,17.688724,24.212941
246,25.000000,20.999902,17.785027,24.177828
247,25.000000,20.999911,17.702944,24.078999
248,25.000000,20.999920,17.729875,24.196817
249,25.000000,20.999927,17.740736,20.930826
250,30.000000,20.999937,17.788254,23.638426
251,30.000000,20.999947,17.771558,26.498083
252,30.000000,20.999954,17.760362,28.149238
253,30.000000,20.999960,17.768322,28.774308
254,30.000000,20.999964,17.729983,28.894088
255,30.000000,20.999968,17.763683,28.451067
256,30.000000,20.999972,17.813740,28.377005
257,30.000000,20.999975,17.764381,28.363391
258,30.000000,20.999977,17.777596,28.612588
259,30.000000,20.999979,17.778459,28.939157
260,30.000000,20.999980,17.863517,29.146547
261,30.000000,20.999982,17.880139,28.958848
262,30.000000,20.999983,17.913533,29.056362
263,30.000000,20.999984,17.880746,29.312910
264,30.000000,20.999986,17.876227,29.031494
265,30.000000,20.999987,17.796673,29.024357
266,30.000000,20.999987,17.844623,28.877918
267,30.000000,20.999988,17.839466,28.840057
268,30.000000,20.999989,17.833135,28.736209
269,30.000000,20.957092,17.847380,28.689830
270,30.000000,20.995519,17.889716,28.680716
271,30.000000,20.998385,17.933365,29.260958
272,30.000000,20.999254,18.004390,29.243286
273,30.000000,20.999562,18.006319,29.184236
274,30.000000,20.999723,17.984114,29.120927
275,30.000000,20.999807,18.010151,29.146298
276,30.000000,20.999860,17.975083,29.173214
277,30.000000,20.999892,17.959748,29.020647
278,30.000000,20.999914,17.953272,28.913628
279,30.000000,20.999927,18.031490,28.948171
280,30.000000,20.999940,18.076865,29.046306
281,30.000000,20.999950,18.096527,28.995083
282,30.000000,20.959110,18.048392,28.917276
283,30.000000,20.995611,18.094928,28.895218
284,30.000000,20.998558,18.072498,28.975835
285,30.000000,20.999296,18.056234,28.967265
286,30.000000,20.999605,18.087278,28.921045
287,30.000000,20.999750,18.137423,28.761396
288,30.000000,20.999823,18.212450,28.884408
289,30.000000,20.999871,18.238552,28.861720
290,30.000000,20.959831,18.285273,28.918747
291,30.000000,20.996473,18.286707,28.797795
292,30.000000,20.998811,18.280174,28.798735
293,30.000000,20.999423,18.262519,28.706407
294,30.000000,20.999651,18.345675,28.617473
295,30.000000,20.999767,18.366048,28.902901
296,30.000000,20.999838,18.357276,29.043179
297,30.000000,20.999875,18.329138,28.831831
298,30.000000,20.999906,18.314652,29.054653
299,30.000000,20.999924,18.295535,28.956361
