batch_idx,gt_theta,DA_theta,BC_theta,Ours_theta
62,5.443507,16.992823,17.798424,6.689793
63,5.081095,17.273165,17.874521,5.025367
64,4.744015,17.430795,17.269344,2.601484
65,4.433598,17.861393,17.387480,3.002391
66,4.151069,18.163313,17.200302,3.397026
67,3.897543,17.767336,16.993692,3.779073
68,3.674020,18.087189,16.865621,1.343061
69,3.481383,18.548878,16.909502,4.312129
70,3.320392,18.621958,16.766435,7.334416
71,3.191682,18.893450,15.674724,6.680343
72,3.095761,18.973747,15.799802,5.859040
73,3.033008,18.958487,15.114392,4.982123
74,3.003670,18.979458,14.826310,4.002883
75,3.007863,19.103870,15.244552,4.788786
76,3.045571,19.492992,15.461920,7.638705
77,3.116644,19.774731,16.277541,6.750992
78,3.220803,20.017073,16.486469,6.363693
79,3.357636,20.353067,16.302718,5.285403
80,3.526603,20.495530,16.420291,3.995720
81,3.727038,20.897740,15.084649,5.693421
82,3.958149,20.636080,14.922916,4.393984
83,4.219024,20.920625,14.993846,4.564868
84,4.508634,20.956846,14.784545,5.129822
85,4.825835,20.825736,14.526903,4.168073
86,5.169377,20.954109,14.704683,4.848597
87,5.537902,20.624985,15.214653,5.176916
88,5.929958,20.908618,13.038699,4.122105
89,6.343995,20.606981,13.128488,6.463741
90,6.778381,20.384929,13.365019,5.949993
91,7.231401,20.049391,13.330503,4.160009
92,7.701268,20.349326,13.650092,5.235484
93,8.186126,20.024433,13.782806,8.121774
94,8.684062,19.695657,13.221100,7.845467
95,9.193112,19.331195,13.414343,8.642406
96,9.711266,18.982875,12.660800,9.347115
97,10.236479,18.713465,12.288993,10.498720
98,10.766679,18.945381,7.427896,10.885849
99,11.299773,18.751065,7.624198,9.405696
100,11.833657,18.119540,7.965265,11.710859
101,12.366224,17.842093,7.124880,12.439380
102,12.895373,17.612089,7.071513,13.400203
103,13.419015,17.312838,7.332024,13.519680
104,13.935083,17.047506,7.526989,13.598325
105,14.441541,16.718026,6.413133,14.085552
106,14.936391,16.524647,6.702192,14.552912
107,15.417678,16.349583,8.336983,15.381909
108,15.883504,16.243219,9.888862,15.586650
109,16.332030,16.210330,8.023759,15.833121
110,16.761487,16.249163,8.035872,16.167235
111,17.170179,16.357362,8.317432,16.723777
112,17.556493,16.455363,8.446815,17.037044
113,17.918905,16.672706,6.824861,17.336640
114,18.255985,16.924769,6.349799,18.052229
115,18.566402,17.192316,6.381732,18.440348
116,18.848931,17.403608,6.672579,18.689039
117,19.102457,17.680087,6.660084,18.885149
118,19.325980,17.894242,6.667904,19.223759
119,19.518617,18.118083,6.651017,19.314156
120,19.679608,18.314828,6.556709,19.285082
121,19.808318,18.528216,6.285299,19.386471
122,19.904239,18.752021,6.289629,19.422687
123,19.966992,18.915556,6.091038,19.507093
124,19.996330,19.044048,6.149143,19.634202
125,19.992137,19.160795,6.403014,19.818331
126,19.954429,19.207174,6.629567,19.679878
127,19.883356,19.237581,6.609000,19.435999
128,19.779197,19.329644,6.680205,19.553101
129,19.642364,19.326611,8.458326,19.339157
130,19.473397,19.340681,8.406702,19.380370
131,19.272962,19.319014,7.582066,19.187688
132,19.041851,19.254137,7.165596,18.903667
133,18.780976,19.215970,10.503314,18.837176
134,18.491366,19.155942,9.988571,18.681688
135,18.174165,19.090529,9.748433,18.242235
136,17.830623,19.024156,8.861872,17.986938
137,17.462098,18.735499,8.725499,17.551977
138,17.070042,18.433195,6.153519,16.782155
139,16.656005,18.087582,6.306052,16.772461
140,16.221619,17.848209,6.044374,15.919711
141,15.768599,17.530131,5.880021,15.104675
142,15.298732,17.251196,6.334217,15.129525
143,14.813874,17.067498,5.918712,14.805740
144,14.315938,16.746114,5.727190,13.772194
145,13.806888,16.473820,5.562992,14.507114
146,13.288734,16.150378,5.421068,13.341076
147,12.763521,16.152663,5.441188,12.673004
148,12.233321,16.393056,5.473352,11.871096
149,11.700227,15.904702,5.591753,11.797575
150,11.166343,15.674418,5.569458,11.239966
151,10.633776,15.315877,5.354053,10.969632
152,10.104627,14.935865,5.190650,10.447812
153,9.580985,15.233503,5.211489,9.409478
154,9.064917,15.615311,5.379162,8.812014
155,8.558459,15.925098,5.265035,7.874665
156,8.063609,15.847971,5.182905,6.546721
157,7.582322,16.202780,5.172732,5.217654
158,7.116496,16.389188,5.125376,7.059500
159,6.667970,16.758907,5.240037,7.077893
160,6.238513,17.225856,5.140837,5.959047
161,5.829821,17.380196,5.186063,5.444819
162,5.443507,17.668952,5.165485,4.878389
163,5.081095,18.017812,5.114958,4.999412
164,4.744015,18.320739,5.061966,3.072705
165,4.433598,18.571577,5.067574,4.365353
166,4.151069,18.913754,5.095795,3.933336
167,3.897543,18.935664,5.064609,4.877775
168,3.674020,19.276560,5.096869,3.537098
169,3.481383,19.464550,4.963514,6.736575
170,3.320392,19.774839,5.101637,7.039987
171,3.191682,19.773388,5.191079,5.458641
172,3.095761,19.840984,5.190308,4.296289
173,3.033008,19.483922,5.464274,3.459823
174,3.003670,19.778018,5.683202,4.958768
175,3.007863,20.150572,5.448791,6.369868
176,3.045571,20.429159,5.545355,5.265809
177,3.116644,20.713279,5.308648,5.383681
178,3.220803,20.807647,5.346336,5.478135
179,3.357636,20.446908,5.438516,5.080971
180,3.526603,20.164494,5.388139,5.009303
181,3.727038,20.548471,5.500185,5.905986
182,3.958149,20.737699,5.584864,7.167476
183,4.219024,20.541647,5.710348,4.080335
184,4.508634,20.926291,6.275856,5.212903
185,4.825835,20.635430,6.339356,5.570456
186,5.169377,20.543772,6.296343,3.211792
187,5.537902,20.786130,6.499770,3.369028
188,5.929958,20.955614,8.401209,3.288418
189,6.343995,20.998159,8.106635,2.960380
190,6.778381,20.998571,8.259813,2.823351
191,7.231401,20.998655,8.556572,4.312657
192,7.701268,20.982078,7.916298,8.269966
193,8.186126,20.995070,7.438940,8.370889
194,8.684062,20.985368,7.291098,8.595725
195,9.193112,20.994210,7.929957,8.140406
196,9.711266,20.916749,8.122124,9.757581
197,10.236479,20.749549,8.198230,10.764481
198,10.766679,20.589868,13.066779,11.014585
199,11.299773,20.421358,12.287496,11.763836
200,11.833657,20.914749,11.500917,11.134043
201,12.366224,20.774720,12.887967,11.519564
202,12.895373,20.324305,12.682403,12.444416
203,13.419015,20.025309,12.343822,13.542866
204,13.935083,19.756181,10.482108,13.619419
205,14.441541,19.496912,8.713425,14.204692
206,14.936391,19.238512,10.192095,14.377849
207,15.417678,18.926212,9.909091,14.832713
208,15.883504,18.667735,7.960334,15.146146
209,16.332030,18.474739,7.873023,16.015048
210,16.761487,18.304267,7.029751,16.596448
211,17.170179,18.132063,6.133741,16.973860
212,17.556493,17.987953,5.936982,17.265415
213,17.918905,17.912564,7.296527,17.552235
214,18.255985,17.938650,6.282851,18.022185
215,18.566402,18.041842,6.045914,18.488823
216,18.848931,18.127479,6.560114,18.781390
217,19.102457,18.212740,8.616172,18.818615
218,19.325980,18.349840,10.968863,19.050636
219,19.518617,18.495142,10.539255,19.140094
220,19.679608,18.636045,14.173297,19.343674
221,19.808318,18.799252,13.391621,19.499605
222,19.904239,18.935796,14.211509,19.804498
223,19.966992,19.016866,15.909731,19.672364
224,19.996330,19.106061,16.380014,19.828400
225,19.992137,19.207532,15.254786,19.987565
226,19.954429,19.295861,13.282778,19.904904
227,19.883356,19.331044,15.140894,19.749371
228,19.779197,19.325713,14.957321,19.331277
229,19.642364,19.325692,12.994079,19.296194
230,19.473397,19.339134,14.284159,19.367691
231,19.272962,19.308356,14.768141,19.051295
232,19.041851,19.274204,15.345874,18.912505
233,18.780976,19.244190,13.600963,18.826598
234,18.491366,19.202104,13.191380,18.595030
235,18.174165,19.116265,12.957251,18.233063
236,17.830623,19.024964,13.561945,17.729269
237,17.462098,18.711885,13.033449,16.983767
238,17.070042,18.350683,13.344938,16.960004
239,16.656005,18.104972,16.295547,16.510962
240,16.221619,17.820800,16.310768,16.042712
241,15.768599,17.488537,17.095295,15.693846
242,15.298732,17.199136,17.233931,14.972486
243,14.813874,16.896756,17.544077,14.409773
244,14.315938,16.623766,17.371752,14.300230
245,13.806888,16.323502,16.045697,14.009318
246,13.288734,15.979661,16.109256,13.411101
247,12.763521,15.643701,16.127651,12.735509
248,12.233321,15.439864,16.546899,12.446159
249,11.700227,15.601107,16.349720,11.392125
250,11.166343,14.895697,16.353633,11.524289
251,10.633776,14.684218,16.612359,10.708798
252,10.104627,15.104077,16.722375,9.664370
253,9.580985,15.413609,16.772068,8.592091
254,9.064917,15.100128,17.071173,11.047594
255,8.558459,15.214551,17.656872,8.655453
256,8.063609,15.745946,17.565494,6.611771
257,7.582322,15.602531,17.536093,9.492357
258,7.116496,16.186524,17.617978,6.632667
259,6.667970,16.590196,17.401033,6.271955
260,6.238513,16.500311,17.226552,5.966688
261,5.829821,16.904872,17.536178,5.541779
262,5.443507,17.191885,17.274462,3.937607
263,5.081095,17.445980,16.981003,4.112156
264,4.744015,17.375650,17.342738,4.349196
265,4.433598,17.728651,17.068206,4.663779
266,4.151069,17.992900,16.847149,5.192224
267,3.897543,18.297949,16.875847,4.966572
268,3.674020,18.513448,16.615933,3.134590
269,3.481383,18.819071,16.446083,5.146476
270,3.320392,18.985567,15.998132,4.011938
271,3.191682,19.494888,16.565263,2.965213
272,3.095761,19.647371,16.319027,4.519584
273,3.033008,19.481700,16.516965,4.521390
274,3.003670,19.967917,15.088699,3.850153
275,3.007863,20.194022,15.813190,4.173394
276,3.045571,20.046837,15.244134,3.328844
277,3.116644,20.461791,15.188555,5.389798
278,3.220803,20.313269,15.037644,4.656013
279,3.357636,20.785032,14.639986,5.871996
280,3.526603,20.955864,14.570023,6.777329
281,3.727038,20.982346,15.876079,5.983457
282,3.958149,20.998093,15.104746,6.049311
283,4.219024,20.998190,14.703195,5.181277
284,4.508634,20.997169,14.345885,3.805634
285,4.825835,20.998332,13.849963,4.145833
286,5.169377,20.997947,13.772578,5.051357
287,5.537902,20.995911,12.803162,6.221380
288,5.929958,20.996573,11.685689,5.438563
289,6.343995,20.999102,11.123253,4.609607
290,6.778381,20.999512,11.389399,6.872776
291,7.231401,20.999439,9.497495,7.117255
292,7.701268,20.999022,10.345208,5.820145
293,8.186126,20.997599,10.083724,7.701124
294,8.684062,20.988472,9.428809,9.628802
295,9.193112,20.685562,7.874947,8.885838
296,9.711266,20.439796,8.429228,9.328755
297,10.236479,20.346822,7.928594,10.608105
298,10.766679,20.023742,8.185861,11.494261
299,11.299773,19.763329,7.553804,10.802812
