batch_idx,group,rank,Q,R,W,M1,M2,theta_true,theta_est,pred_mu,pred_sigma,actual_y
11,baseline,3,59,93,11,3,2,3.033060783477795,4.013634617042769,1148783.625,0.0,1098295.0
11,baseline,4,56,94,10,3,2,3.033060783477795,4.013634617042769,1146001.0,0.0,1146507.0
11,baseline,5,52,91,10,3,2,3.033060783477795,4.013634617042769,1143635.0,0.0,1040849.0
12,candidate,1,100,100,10,3,3,1.1399753802889325,4.082761943756669,1660642.7685952908,445167.72440533765,1652547.0
12,candidate,2,99,100,10,3,3,1.1399753802889325,4.082761943756669,1660418.228315121,445040.84390206775,1670247.0
12,candidate,3,100,99,10,3,3,1.1399753802889325,4.082761943756669,1649663.9675243604,442943.4681576108,1649184.0
12,candidate,4,99,99,10,3,3,1.1399753802889325,4.082761943756669,1649613.865722381,442863.50311266386,1650546.0
12,candidate,5,99,98,10,3,3,1.1399753802889325,4.082761943756669,1638516.5565788,440628.3949058694,1634286.0
12,baseline,1,64,90,11,3,2,1.1399753802889325,4.082761943756669,1151826.125,0.0,1071596.0
12,baseline,2,57,91,11,3,2,1.1399753802889325,4.082761943756669,1148794.875,0.0,1061740.0
12,baseline,3,59,93,11,3,2,1.1399753802889325,4.082761943756669,1148783.625,0.0,1097236.0
12,baseline,4,56,94,10,3,2,1.1399753802889325,4.082761943756669,1146001.0,0.0,1145642.0
12,baseline,5,52,91,10,3,2,1.1399753802889325,4.082761943756669,1143635.0,0.0,1039981.0
13,candidate,1,99,100,10,3,3,2.824966668853963,4.044739344767228,1660529.3346447884,445015.8380237321,1653947.0
13,candidate,2,100,100,10,3,3,2.824966668853963,4.044739344767228,1660493.9852108613,445088.87204273406,1658335.0
13,candidate,3,99,99,10,3,3,2.824966668853963,4.044739344767228,1649552.3683800208,442804.0446781706,1651409.0
13,candidate,4,100,99,10,3,3,2.824966668853963,4.044739344767228,1649389.8715925792,442840.5902325897,1650045.0
13,candidate,5,99,98,10,3,3,2.824966668853963,4.044739344767228,1638292.9172967335,440535.7053950087,1635149.0
13,baseline,1,64,90,11,3,2,2.824966668853963,4.044739344767228,1151826.125,0.0,1072528.0
13,baseline,2,57,91,11,3,2,2.824966668853963,4.044739344767228,1148794.875,0.0,1062670.0
13,baseline,3,59,93,11,3,2,2.824966668853963,4.044739344767228,1148783.625,0.0,1098165.0
13,baseline,4,56,94,10,3,2,2.824966668853963,4.044739344767228,1146001.0,0.0,1146398.0
13,baseline,5,52,91,10,3,2,2.824966668853963,4.044739344767228,1143635.0,0.0,1040737.0
14,candidate,1,100,100,10,3,3,2.003271242197548,4.10970583112624,1660311.9649656415,445011.4704593326,1652927.0
14,candidate,2,99,100,10,3,3,2.003271242197548,4.10970583112624,1660303.6586363418,444932.2806620922,1670629.0
14,candidate,3,98,100,10,3,3,2.003271242197548,4.10970583112624,1659714.7798443004,444759.3216861095,1653779.0
14,candidate,4,99,99,10,3,3,2.003271242197548,4.10970583112624,1649384.2013811865,442731.9740307932,1650928.0
14,candidate,5,100,99,10,3,3,2.003271242197548,4.10970583112624,1649280.2783769832,442778.5951116295,1649564.0
14,baseline,1,64,90,11,3,2,2.003271242197548,4.10970583112624,1151826.125,0.0,1072024.0
14,baseline,2,57,91,11,3,2,2.003271242197548,4.10970583112624,1148794.875,0.0,1062166.0
14,baseline,3,59,93,11,3,2,2.003271242197548,4.10970583112624,1148783.625,0.0,1097661.0
14,baseline,4,56,94,10,3,2,2.003271242197548,4.10970583112624,1146001.0,0.0,1145971.0
14,baseline,5,52,91,10,3,2,2.003271242197548,4.10970583112624,1143635.0,0.0,1040310.0
15,candidate,1,99,100,10,3,3,2.4141861162372384,4.069860661573301,1660306.7797040767,444896.6547379346,1653693.0
15,candidate,2,100,100,10,3,3,2.4141861162372384,4.069860661573301,1660209.336909174,444951.9023864957,1658081.0
15,candidate,3,98,100,10,3,3,2.4141861162372384,4.069860661573301,1659703.3203146802,444722.1643427745,1654003.0
15,candidate,4,99,99,10,3,3,2.4141861162372384,4.069860661573301,1649480.2928971746,442715.7324310154,1651155.0
15,candidate,5,100,99,10,3,3,2.4141861162372384,4.069860661573301,1649268.589163386,442738.4383867103,1649790.0
15,baseline,1,64,90,11,3,2,2.4141861162372384,4.069860661573301,1151826.125,0.0,1072271.0
15,baseline,2,57,91,11,3,2,2.4141861162372384,4.069860661573301,1148794.875,0.0,1062413.0
15,baseline,3,59,93,11,3,2,2.4141861162372384,4.069860661573301,1148783.625,0.0,1097908.0
15,baseline,4,56,94,10,3,2,2.4141861162372384,4.069860661573301,1146001.0,0.0,1146176.0
15,baseline,5,52,91,10,3,2,2.4141861162372384,4.069860661573301,1143635.0,0.0,1040515.0
16,candidate,1,100,100,10,3,3,2.5645928137141523,4.128815278208906,1660005.5035445413,444887.402691169,1653248.0
16,candidate,2,99,100,10,3,3,2.5645928137141523,4.128815278208906,1659946.873101886,444803.1672284129,1670951.0
16,candidate,3,98,100,10,3,3,2.5645928137141523,4.128815278208906,1659179.8069899245,444597.05029169726,1654097.0
16,candidate,4,99,99,10,3,3,2.5645928137141523,4.128815278208906,1649360.3416703313,442670.52675117925,1651249.0
16,candidate,5,100,99,10,3,3,2.5645928137141523,4.128815278208906,1649280.5553891663,442717.8888284718,1649885.0
16,baseline,1,64,90,11,3,2,2.5645928137141523,4.128815278208906,1151826.125,0.0,1072365.0
16,baseline,2,57,91,11,3,2,2.5645928137141523,4.128815278208906,1148794.875,0.0,1062504.0
16,baseline,3,59,93,11,3,2,2.5645928137141523,4.128815278208906,1148783.625,0.0,1097999.0
16,baseline,4,56,94,10,3,2,2.5645928137141523,4.128815278208906,1146001.0,0.0,1146254.0
16,baseline,5,52,91,10,3,2,2.5645928137141523,4.128815278208906,1143635.0,0.0,1040593.0
17,candidate,1,99,100,10,3,3,2.746959874904676,4.0910413792939,1660002.6955911007,444773.78222861694,1653900.0
17,candidate,2,100,100,10,3,3,2.746959874904676,4.0910413792939,1659940.6751749644,444830.7245662457,1658289.0
17,candidate,3,98,100,10,3,3,2.746959874904676,4.0910413792939,1659233.569679563,444569.3682655028,1654213.0
17,candidate,4,99,99,10,3,3,2.746959874904676,4.0910413792939,1649479.9197010524,442654.9571550533,1651362.0
17,candidate,5,100,99,10,3,3,2.746959874904676,4.0910413792939,1649279.2759537573,442675.5210489393,1649998.0
17,baseline,1,64,90,11,3,2,2.746959874904676,4.0910413792939,1151826.125,0.0,1072478.0
17,baseline,2,57,91,11,3,2,2.746959874904676,4.0910413792939,1148794.875,0.0,1062622.0
17,baseline,3,59,93,11,3,2,2.746959874904676,4.0910413792939,1148783.625,0.0,1098117.0
17,baseline,4,56,94,10,3,2,2.746959874904676,4.0910413792939,1146001.0,0.0,1146356.0
17,baseline,5,52,91,10,3,2,2.746959874904676,4.0910413792939,1143635.0,0.0,1040695.0
18,candidate,1,100,100,10,3,3,3.3293044290993064,4.144705986697968,1659787.8152995305,444786.3665543485,1653724.0
18,candidate,2,99,100,10,3,3,3.3293044290993064,4.144705986697968,1659727.0696227355,444707.17794300744,1671426.0
18,candidate,3,98,100,10,3,3,3.3293044290993064,4.144705986697968,1658825.1363595065,444477.38939759374,1654576.0
18,candidate,4,99,99,10,3,3,3.3293044290993064,4.144705986697968,1649412.3090410908,442630.2221434258,1651724.0
18,candidate,5,100,99,10,3,3,3.3293044290993064,4.144705986697968,1649312.0713867592,442669.0806360951,1650360.0
18,baseline,1,64,90,11,3,2,3.3293044290993064,4.144705986697968,1151826.125,0.0,1072842.0
18,baseline,2,57,91,11,3,2,3.3293044290993064,4.144705986697968,1148794.875,0.0,1062986.0
18,baseline,3,59,93,11,3,2,3.3293044290993064,4.144705986697968,1148783.625,0.0,1098481.0
18,baseline,4,56,94,10,3,2,3.3293044290993064,4.144705986697968,1146001.0,0.0,1146667.0
18,baseline,5,52,91,10,3,2,3.3293044290993064,4.144705986697968,1143635.0,0.0,1041009.0
19,candidate,1,99,100,10,3,3,3.834010695554142,4.094983273038764,1659862.0316011512,444717.2829633873,1654579.0
19,candidate,2,100,100,10,3,3,3.834010695554142,4.094983273038764,1659804.31475083,444770.47196793515,1658967.0
19,candidate,3,98,100,10,3,3,3.834010695554142,4.094983273038764,1658942.962622597,444485.4286003171,1654893.0
19,candidate,4,99,99,10,3,3,3.834010695554142,4.094983273038764,1649590.8705639157,442649.7923747789,1652041.0
19,candidate,5,100,99,10,3,3,3.834010695554142,4.094983273038764,1649373.3086266736,442663.36630895006,1650676.0
19,baseline,1,64,90,11,3,2,3.834010695554142,4.094983273038764,1151826.125,0.0,1073158.0
19,baseline,2,57,91,11,3,2,3.834010695554142,4.094983273038764,1148794.875,0.0,1063295.0
19,baseline,3,59,93,11,3,2,3.834010695554142,4.094983273038764,1148783.625,0.0,1098794.0
19,baseline,4,56,94,10,3,2,3.834010695554142,4.094983273038764,1146001.0,0.0,1146937.0
19,baseline,5,52,91,10,3,2,3.834010695554142,4.094983273038764,1143635.0,0.0,1041279.0
20,candidate,1,99,100,10,3,3,11.397172269644773,4.068505440847089,1659637.544797046,445333.30376917066,1066907.0
20,candidate,2,100,100,10,3,3,11.397172269644773,4.068505440847089,1659604.785302853,445400.16783784144,1066265.0
20,candidate,3,98,100,10,3,3,11.397172269644773,4.068505440847089,1658712.6090681888,445101.111021728,1067322.0
20,candidate,4,99,99,10,3,3,11.397172269644773,4.068505440847089,1649545.5463319786,443301.06531914533,1067120.0
20,candidate,5,100,99,10,3,3,11.397172269644773,4.068505440847089,1649425.0503676755,443343.710585092,1065487.0
20,baseline,1,64,90,11,3,2,11.397172269644773,4.068505440847089,1151826.125,0.0,1085554.0
20,baseline,2,57,91,11,3,2,11.397172269644773,4.068505440847089,1148794.875,0.0,1095729.0
20,baseline,3,59,93,11,3,2,11.397172269644773,4.068505440847089,1148783.625,0.0,1093346.0
20,baseline,4,56,94,10,3,2,11.397172269644773,4.068505440847089,1146001.0,0.0,1096174.0
20,baseline,5,52,91,10,3,2,11.397172269644773,4.068505440847089,1143635.0,0.0,1098106.0
21,candidate,1,100,100,10,3,3,12.593170776439749,12.972579665770938,1624650.3546114336,453365.21482216567,979803.0
21,candidate,2,100,99,10,3,3,12.593170776439749,12.972579665770938,1613967.2545770393,451109.4779965849,979757.0
21,candidate,3,99,100,10,3,3,12.593170776439749,12.972579665770938,1613521.962891302,450940.9047156,981056.0
21,candidate,4,100,98,10,3,3,12.593170776439749,12.972579665770938,1604193.3974276755,449091.14705234347,979848.0
21,candidate,5,98,100,10,3,3,12.593170776439749,12.972579665770938,1603061.1314044811,448729.9882632933,980226.0
21,baseline,1,64,90,11,3,2,12.593170776439749,12.972579665770938,1151826.125,0.0,996355.0
21,baseline,2,57,91,11,3,2,12.593170776439749,12.972579665770938,1148794.875,0.0,1006023.0
21,baseline,3,59,93,11,3,2,12.593170776439749,12.972579665770938,1148783.625,0.0,1003096.0
21,baseline,4,56,94,10,3,2,12.593170776439749,12.972579665770938,1146001.0,0.0,1006033.0
21,baseline,5,52,91,10,3,2,12.593170776439749,12.972579665770938,1143635.0,0.0,1009513.0
22,candidate,1,100,51,13,3,3,10.96784426121071,12.12511965967826,1000774.0287714797,327592.075421275,1042458.0
22,candidate,2,99,57,13,3,3,10.96784426121071,12.12511965967826,996450.4682054458,328306.97556336,1054100.0
22,candidate,3,100,51,10,3,3,10.96784426121071,12.12511965967826,991752.306996317,327476.15590959607,1053665.0
22,candidate,4,99,55,15,3,3,10.96784426121071,12.12511965967826,990961.7535822106,323712.211368565,1044600.0
22,candidate,5,99,95,12,3,2,10.96784426121071,12.12511965967826,986851.4964555707,332308.177077137,1086163.0
22,baseline,1,64,90,11,3,2,10.96784426121071,12.12511965967826,1151826.125,0.0,1120612.0
22,baseline,2,57,91,11,3,2,10.96784426121071,12.12511965967826,1148794.875,0.0,1133259.0
22,baseline,3,59,93,11,3,2,10.96784426121071,12.12511965967826,1148783.625,0.0,1131199.0
22,baseline,4,56,94,10,3,2,10.96784426121071,12.12511965967826,1146001.0,0.0,1134171.0
22,baseline,5,52,91,10,3,2,10.96784426121071,12.12511965967826,1143635.0,0.0,1130141.0
23,candidate,1,100,60,12,3,3,11.781208056074416,12.223636431734526,1039275.8892025473,331632.39603179984,1012638.0
23,candidate,2,100,89,13,3,2,11.781208056074416,12.223636431734526,1037341.0665976848,332511.16298518877,1021939.0
23,candidate,3,100,60,13,3,3,11.781208056074416,12.223636431734526,1037711.2629527111,330979.26137087407,1008054.0
23,candidate,4,100,94,12,3,2,11.781208056074416,12.223636431734526,1036689.7009945936,333247.14429477864,1024842.0
23,candidate,5,100,93,12,3,2,11.781208056074416,12.223636431734526,1036547.7320118498,332996.88394402777,1025038.0
23,baseline,1,64,90,11,3,2,11.781208056074416,12.223636431734526,1151826.125,0.0,1055437.0
23,baseline,2,57,91,11,3,2,11.781208056074416,12.223636431734526,1148794.875,0.0,1065466.0
23,baseline,3,59,93,11,3,2,11.781208056074416,12.223636431734526,1148783.625,0.0,1062997.0
23,baseline,4,56,94,10,3,2,11.781208056074416,12.223636431734526,1146001.0,0.0,1065565.0
23,baseline,5,52,91,10,3,2,11.781208056074416,12.223636431734526,1143635.0,0.0,1068163.0
24,candidate,1,100,89,13,3,2,12.222776145321447,12.351771507149607,1032621.6300653956,326705.13297855074,993786.0
24,candidate,2,100,90,13,3,2,12.222776145321447,12.351771507149607,1032428.2028267568,326769.20658298983,993967.0
24,candidate,3,100,88,13,3,2,12.222776145321447,12.351771507149607,1031794.397471235,326467.6882949098,992094.0
24,candidate,4,100,93,12,3,2,12.222776145321447,12.351771507149607,1031443.7054554814,326819.4741521881,994127.0
