batch_idx,group,rank,Q,R,W,M1,M2,theta_true,theta_est,pred_mu,pred_sigma,actual_y
38,candidate,4,100,100,11,3,2,12.127180376049063,12.080236223879366,1066289.9766820096,330448.9532835046,1002344.0
38,candidate,5,100,95,11,3,2,12.127180376049063,12.080236223879366,1065815.4487049603,330201.2308489441,998937.0
38,baseline,1,64,90,11,3,2,12.127180376049063,12.080236223879366,1151826.125,0.0,1026703.0
38,baseline,2,57,91,11,3,2,12.127180376049063,12.080236223879366,1148794.875,0.0,1036714.0
38,baseline,3,59,93,11,3,2,12.127180376049063,12.080236223879366,1148783.625,0.0,1034020.0
38,baseline,4,56,94,10,3,2,12.127180376049063,12.080236223879366,1146001.0,0.0,1036648.0
38,baseline,5,52,91,10,3,2,12.127180376049063,12.080236223879366,1143635.0,0.0,1039764.0
39,candidate,1,98,100,12,2,3,12.694744916176608,12.192829854933434,1065526.613159432,329857.96913184196,970681.0
39,candidate,2,100,100,12,2,3,12.694744916176608,12.192829854933434,1065118.6345817694,329869.9961567153,968763.0
39,candidate,3,98,99,12,2,3,12.694744916176608,12.192829854933434,1063992.912222697,329549.43699472235,969550.0
39,candidate,4,100,99,12,2,3,12.694744916176608,12.192829854933434,1063071.4791213956,329454.7642232614,968854.0
39,candidate,5,98,100,11,2,3,12.694744916176608,12.192829854933434,1062536.8792184065,329377.2263964553,969251.0
39,baseline,1,64,90,11,3,2,12.694744916176608,12.192829854933434,1151826.125,0.0,987576.0
39,baseline,2,57,91,11,3,2,12.694744916176608,12.192829854933434,1148794.875,0.0,997146.0
39,baseline,3,59,93,11,3,2,12.694744916176608,12.192829854933434,1148783.625,0.0,994133.0
39,baseline,4,56,94,10,3,2,12.694744916176608,12.192829854933434,1146001.0,0.0,997171.0
39,baseline,5,52,91,10,3,2,12.694744916176608,12.192829854933434,1143635.0,0.0,1000736.0
40,candidate,1,99,51,12,3,3,18.992747574316702,14.113818989116359,1057084.6735858095,331849.2092747966,640996.0
40,candidate,2,99,52,12,3,3,18.992747574316702,14.113818989116359,1056954.3695652233,332080.68386179383,640359.0
40,candidate,3,99,53,12,3,3,18.992747574316702,14.113818989116359,1056459.571144966,332201.6277534402,639136.0
40,candidate,4,99,54,12,3,3,18.992747574316702,14.113818989116359,1055670.7618547527,332231.87270767073,638920.0
40,candidate,5,100,50,13,3,3,18.992747574316702,14.113818989116359,1056101.7258799807,330745.09239163826,640046.0
40,baseline,1,64,90,11,3,2,18.992747574316702,14.113818989116359,1151826.125,0.0,642678.0
40,baseline,2,57,91,11,3,2,18.992747574316702,14.113818989116359,1148794.875,0.0,647701.0
40,baseline,3,59,93,11,3,2,18.992747574316702,14.113818989116359,1148783.625,0.0,644840.0
40,baseline,4,56,94,10,3,2,18.992747574316702,14.113818989116359,1146001.0,0.0,647384.0
40,baseline,5,52,91,10,3,2,18.992747574316702,14.113818989116359,1143635.0,0.0,651253.0
41,candidate,1,99,98,10,2,2,21.21113901979125,22.260612643027727,1016103.8576053893,350826.056182211,552691.0
41,candidate,2,97,100,10,3,2,21.21113901979125,22.260612643027727,1014496.8278727108,350225.6615975061,554084.0
41,candidate,3,98,98,11,2,2,21.21113901979125,22.260612643027727,1009754.5612427838,348515.41994901997,553278.0
41,candidate,4,99,93,12,3,2,21.21113901979125,22.260612643027727,1010122.1532198075,346789.4085465265,553918.0
41,candidate,5,97,100,10,2,3,21.21113901979125,22.260612643027727,1008198.3163040373,345685.3106383081,554870.0
41,baseline,1,64,90,11,3,2,21.21113901979125,22.260612643027727,1151826.125,0.0,579717.0
41,baseline,2,57,91,11,3,2,21.21113901979125,22.260612643027727,1148794.875,0.0,576445.0
41,baseline,3,59,93,11,3,2,21.21113901979125,22.260612643027727,1148783.625,0.0,574422.0
41,baseline,4,56,94,10,3,2,21.21113901979125,22.260612643027727,1146001.0,0.0,575778.0
41,baseline,5,52,91,10,3,2,21.21113901979125,22.260612643027727,1143635.0,0.0,579334.0
42,candidate,1,55,84,11,3,1,21.076700339025844,21.728821441122342,574190.2166740005,241566.21154743154,557879.0
42,candidate,2,54,88,12,3,1,21.076700339025844,21.728821441122342,574028.0224845493,241532.35910462003,557445.0
42,candidate,3,54,86,12,3,1,21.076700339025844,21.728821441122342,573979.4692712623,241524.000254807,558174.0
42,candidate,4,53,91,10,3,1,21.076700339025844,21.728821441122342,573954.4284557836,241512.73566826325,557230.0
42,candidate,5,53,86,10,3,1,21.076700339025844,21.728821441122342,573877.2127728431,241500.13309578068,558658.0
42,baseline,1,64,90,11,3,2,21.076700339025844,21.728821441122342,1151826.125,0.0,583863.0
42,baseline,2,57,91,11,3,2,21.076700339025844,21.728821441122342,1148794.875,0.0,580592.0
42,baseline,3,59,93,11,3,2,21.076700339025844,21.728821441122342,1148783.625,0.0,578573.0
42,baseline,4,56,94,10,3,2,21.076700339025844,21.728821441122342,1146001.0,0.0,579940.0
42,baseline,5,52,91,10,3,2,21.076700339025844,21.728821441122342,1143635.0,0.0,583701.0
43,candidate,1,62,98,10,3,1,20.62504912056034,21.319317327934833,579201.3055944893,236430.12146084715,565108.0
43,candidate,2,62,100,10,3,1,20.62504912056034,21.319317327934833,579131.5809495773,236419.88017449135,563835.0
43,candidate,3,63,97,11,3,1,20.62504912056034,21.319317327934833,579129.8609321634,236412.68514630885,564522.0
43,candidate,4,60,87,10,3,1,20.62504912056034,21.319317327934833,579040.2195222441,236386.1557929002,569549.0
43,candidate,5,64,87,12,3,1,20.62504912056034,21.319317327934833,578904.5054183113,236361.16344022084,573370.0
43,baseline,1,64,90,11,3,2,20.62504912056034,21.319317327934833,1151826.125,0.0,599474.0
43,baseline,2,57,91,11,3,2,20.62504912056034,21.319317327934833,1148794.875,0.0,596212.0
43,baseline,3,59,93,11,3,2,20.62504912056034,21.319317327934833,1148783.625,0.0,594130.0
43,baseline,4,56,94,10,3,2,20.62504912056034,21.319317327934833,1146001.0,0.0,595660.0
43,baseline,5,52,91,10,3,2,20.62504912056034,21.319317327934833,1143635.0,0.0,600031.0
44,candidate,1,55,100,11,3,1,20.211564504263443,20.964909915087333,590568.6019004887,237254.0021605807,580178.0
44,candidate,2,54,96,11,3,1,20.211564504263443,20.964909915087333,589496.4082833842,237027.05059127684,582366.0
44,candidate,3,55,91,10,3,1,20.211564504263443,20.964909915087333,589391.8454542903,237000.82267798844,582805.0
44,candidate,4,55,93,11,3,1,20.211564504263443,20.964909915087333,589192.2980584775,236959.4869309954,581955.0
44,candidate,5,55,90,10,3,1,20.211564504263443,20.964909915087333,589147.2515906566,236950.93093070958,582953.0
44,baseline,1,64,90,11,3,2,20.211564504263443,20.964909915087333,1151826.125,0.0,612323.0
44,baseline,2,57,91,11,3,2,20.211564504263443,20.964909915087333,1148794.875,0.0,609234.0
44,baseline,3,59,93,11,3,2,20.211564504263443,20.964909915087333,1148783.625,0.0,607024.0
44,baseline,4,56,94,10,3,2,20.211564504263443,20.964909915087333,1146001.0,0.0,608793.0
44,baseline,5,52,91,10,3,2,20.211564504263443,20.964909915087333,1143635.0,0.0,613432.0
45,candidate,1,60,100,10,3,1,19.748861748370857,20.683627954843754,594022.2342781624,236880.33262314368,586544.0
45,candidate,2,57,100,10,3,1,19.748861748370857,20.683627954843754,594014.5941144148,236725.98026501076,588555.0
45,candidate,3,61,100,10,3,1,19.748861748370857,20.683627954843754,593922.9683235739,236860.59771749517,586113.0
45,candidate,4,58,100,10,3,1,19.748861748370857,20.683627954843754,593926.6776671536,236708.0955355777,587694.0
45,candidate,5,60,99,10,3,1,19.748861748370857,20.683627954843754,593874.1810407933,236848.5058121942,586804.0
45,baseline,1,64,90,11,3,2,19.748861748370857,20.683627954843754,1151826.125,0.0,617187.0
45,baseline,2,57,91,11,3,2,19.748861748370857,20.683627954843754,1148794.875,0.0,620817.0
45,baseline,3,59,93,11,3,2,19.748861748370857,20.683627954843754,1148783.625,0.0,618395.0
45,baseline,4,56,94,10,3,2,19.748861748370857,20.683627954843754,1146001.0,0.0,620578.0
45,baseline,5,52,91,10,3,2,19.748861748370857,20.683627954843754,1143635.0,0.0,625042.0
46,candidate,1,54,100,10,3,1,21.166416546829566,20.756678675335795,609554.0399783958,239667.04861828496,549453.0
46,candidate,2,53,100,10,3,1,21.166416546829566,20.756678675335795,609431.8435390397,239648.65757049376,550353.0
46,candidate,3,52,100,10,3,1,21.166416546829566,20.756678675335795,609284.1837608102,239626.34103566816,551009.0
46,candidate,4,54,99,10,3,1,21.166416546829566,20.756678675335795,608582.3736731705,239465.17784207352,549682.0
46,candidate,5,53,99,10,3,1,21.166416546829566,20.756678675335795,608459.9016594017,239446.51697307485,550501.0
46,baseline,1,64,90,11,3,2,21.166416546829566,20.756678675335795,1151826.125,0.0,580366.0
46,baseline,2,57,91,11,3,2,21.166416546829566,20.756678675335795,1148794.875,0.0,577103.0
46,baseline,3,59,93,11,3,2,21.166416546829566,20.756678675335795,1148783.625,0.0,575085.0
46,baseline,4,56,94,10,3,2,21.166416546829566,20.756678675335795,1146001.0,0.0,576449.0
46,baseline,5,52,91,10,3,2,21.166416546829566,20.756678675335795,1143635.0,0.0,580013.0
47,candidate,1,53,100,10,3,1,21.568206653159972,20.923295007286843,596520.2052286435,238134.11492987385,543688.0
47,candidate,2,52,100,10,3,1,21.568206653159972,20.923295007286843,596502.1300076669,238131.3594836139,544275.0
47,candidate,3,51,100,10,3,1,21.568206653159972,20.923295007286843,596479.57853887,238127.90642598132,544567.0
47,candidate,4,50,100,10,3,1,21.568206653159972,20.923295007286843,596452.5890152805,238123.76492488582,545581.0
47,candidate,5,53,99,10,3,1,21.568206653159972,20.923295007286843,596358.57104096,238099.99447613859,543948.0
47,baseline,1,64,90,11,3,2,21.568206653159972,20.923295007286843,1151826.125,0.0,570744.0
47,baseline,2,57,91,11,3,2,21.568206653159972,20.923295007286843,1148794.875,0.0,567506.0
47,baseline,3,59,93,11,3,2,21.568206653159972,20.923295007286843,1148783.625,0.0,565504.0
47,baseline,4,56,94,10,3,2,21.568206653159972,20.923295007286843,1146001.0,0.0,566839.0
47,baseline,5,52,91,10,3,2,21.568206653159972,20.923295007286843,1143635.0,0.0,570089.0
48,candidate,1,53,100,10,3,1,21.4413078958929,20.947493854127785,591941.5956244842,236070.85245014218,547162.0
48,candidate,2,53,99,10,3,1,21.4413078958929,20.947493854127785,591915.4297970847,236064.93257157857,547416.0
48,candidate,3,52,100,10,3,1,21.4413078958929,20.947493854127785,591914.931050069,236065.8832736683,547775.0
48,candidate,4,52,99,10,3,1,21.4413078958929,20.947493854127785,591888.7548332103,236059.95881137653,547917.0
48,candidate,5,51,100,10,3,1,21.4413078958929,20.947493854127785,591885.6005499972,236060.49634776174,548126.0
48,baseline,1,64,90,11,3,2,21.4413078958929,20.947493854127785,1151826.125,0.0,574435.0
48,baseline,2,57,91,11,3,2,21.4413078958929,20.947493854127785,1148794.875,0.0,571177.0
48,baseline,3,59,93,11,3,2,21.4413078958929,20.947493854127785,1148783.625,0.0,569174.0
48,baseline,4,56,94,10,3,2,21.4413078958929,20.947493854127785,1146001.0,0.0,570524.0
48,baseline,5,52,91,10,3,2,21.4413078958929,20.947493854127785,1143635.0,0.0,573808.0
49,candidate,1,62,96,10,3,1,21.052083011787495,20.980691049151762,590576.1173921847,235367.77170419705,559608.0
49,candidate,2,63,99,12,3,1,21.052083011787495,20.980691049151762,590556.4806195722,235370.2750742188,558270.0
49,candidate,3,61,96,11,3,1,21.052083011787495,20.980691049151762,590516.4009581653,235355.49522361782,553873.0
49,candidate,4,63,86,10,3,1,21.052083011787495,20.980691049151762,590471.5949506041,235354.86273000925,562018.0
49,candidate,5,63,99,13,3,1,21.052083011787495,20.980691049151762,590454.9408898357,235358.06079542715,558270.0
49,baseline,1,64,90,11,3,2,21.052083011787495,20.980691049151762,1151826.125,0.0,585535.0
49,baseline,2,57,91,11,3,2,21.052083011787495,20.980691049151762,1148794.875,0.0,582251.0
49,baseline,3,59,93,11,3,2,21.052083011787495,20.980691049151762,1148783.625,0.0,580223.0
49,baseline,4,56,94,10,3,2,21.052083011787495,20.980691049151762,1146001.0,0.0,581614.0
49,baseline,5,52,91,10,3,2,21.052083011787495,20.980691049151762,1143635.0,0.0,585516.0
50,candidate,1,55,98,10,3,1,20.285904328527163,20.825850057573245,591840.5128357142,235433.68928676718,579007.0
50,candidate,2,55,97,10,3,1,20.285904328527163,20.825850057573245,591840.3480875117,235433.45307377356,579296.0
50,candidate,3,55,99,10,3,1,20.285904328527163,20.825850057573245,591839.3688861475,235433.7823880379,578800.0
50,candidate,4,55,100,10,3,1,20.285904328527163,20.825850057573245,591836.9184244212,235433.73266675475,578288.0
50,candidate,5,55,90,10,3,1,20.285904328527163,20.825850057573245,591802.5011319525,235427.77840785767,581280.0
50,baseline,1,64,90,11,3,2,20.285904328527163,20.825850057573245,1151826.125,0.0,610554.0
50,baseline,2,57,91,11,3,2,20.285904328527163,20.825850057573245,1148794.875,0.0,607457.0
50,baseline,3,59,93,11,3,2,20.285904328527163,20.825850057573245,1148783.625,0.0,605268.0
50,baseline,4,56,94,10,3,2,20.285904328527163,20.825850057573245,1146001.0,0.0,606942.0
50,baseline,5,52,91,10,3,2,20.285904328527163,20.825850057573245,1143635.0,0.0,611592.0
51,candidate,1,66,91,10,3,1,19.033345094174262,20.619119063651862,591282.9796763202,235180.84443947105,606449.0
51,candidate,2,63,89,10,3,1,19.033345094174262,20.619119063651862,591273.8550231014,235178.0960880066,608866.0
51,candidate,3,66,84,10,3,1,19.033345094174262,20.619119063651862,591162.4741960985,235164.27868485733,608262.0
51,candidate,4,62,90,11,3,1,19.033345094174262,20.619119063651862,591053.9158592011,235132.13706330815,609313.0
51,candidate,5,66,90,11,3,1,19.033345094174262,20.619119063651862,591031.7409771178,235130.63321098872,606669.0
51,baseline,1,64,90,11,3,2,19.033345094174262,20.619119063651862,1151826.125,0.0,641768.0
51,baseline,2,57,91,11,3,2,19.033345094174262,20.619119063651862,1148794.875,0.0,646744.0
51,baseline,3,59,93,11,3,2,19.033345094174262,20.619119063651862,1148783.625,0.0,643883.0
51,baseline,4,56,94,10,3,2,19.033345094174262,20.619119063651862,1146001.0,0.0,646451.0
51,baseline,5,52,91,10,3,2,19.033345094174262,20.619119063651862,1143635.0,0.0,650322.0
52,candidate,1,56,53,10,3,1,19.996436693503934,20.573718135430845,604917.4242166982,238182.64798427882,599763.0
52,candidate,2,56,54,11,3,1,19.996436693503934,20.573718135430845,604471.2953236069,238081.1837245676,599420.0
52,candidate,3,52,55,10,3,1,19.996436693503934,20.573718135430845,603961.788245011,237974.62729697736,600924.0
52,candidate,4,52,58,10,3,1,19.996436693503934,20.573718135430845,603845.9612424589,237923.86017795914,600081.0
52,candidate,5,52,60,10,3,1,19.996436693503934,20.573718135430845,603744.5744707086,237885.72342167242,599504.0
52,baseline,1,64,90,11,3,2,19.996436693503934,20.573718135430845,1151826.125,0.0,611443.0
52,baseline,2,57,91,11,3,2,19.996436693503934,20.573718135430845,1148794.875,0.0,614906.0
52,baseline,3,59,93,11,3,2,19.996436693503934,20.573718135430845,1148783.625,0.0,612603.0
52,baseline,4,56,94,10,3,2,19.996436693503934,20.573718135430845,1146001.0,0.0,614565.0
52,baseline,5,52,91,10,3,2,19.996436693503934,20.573718135430845,1143635.0,0.0,619169.0
53,candidate,1,52,96,10,3,1,20.52517994806107,20.57598331840169,603477.2860870619,237436.54699961215,574701.0
53,candidate,2,52,82,10,3,1,20.52517994806107,20.57598331840169,603422.2686872333,237427.3563354552,578884.0
53,candidate,3,52,94,11,3,1,20.52517994806107,20.57598331840169,603411.4923662796,237423.11451693825,574899.0
53,candidate,4,52,76,11,3,1,20.52517994806107,20.57598331840169,603273.5194937455,237401.3524868159,580961.0
53,candidate,5,50,90,13,3,1,20.52517994806107,20.57598331840169,603203.8087276814,237387.56191772476,577619.0
53,baseline,1,64,90,11,3,2,20.52517994806107,20.57598331840169,1151826.125,0.0,602301.0
53,baseline,2,57,91,11,3,2,20.52517994806107,20.57598331840169,1148794.875,0.0,599085.0
53,baseline,3,59,93,11,3,2,20.52517994806107,20.57598331840169,1148783.625,0.0,596977.0
53,baseline,4,56,94,10,3,2,20.52517994806107,20.57598331840169,1146001.0,0.0,598533.0
53,baseline,5,52,91,10,3,2,20.52517994806107,20.57598331840169,1143635.0,0.0,603000.0
54,candidate,1,100,80,11,2,3,18.969310829000356,20.403470360808612,596247.5155080293,234642.2029818783,631467.0
54,candidate,2,61,94,10,3,1,18.969310829000356,20.403470360808612,595888.7510270604,235789.35118617048,611858.0
54,candidate,3,61,100,10,3,1,18.969310829000356,20.403470360808612,595843.2605617183,235782.08172711122,609331.0
54,candidate,4,60,86,11,3,1,18.969310829000356,20.403470360808612,595811.7326882328,235774.51602708842,615149.0
54,candidate,5,65,86,11,3,1,18.969310829000356,20.403470360808612,595808.6341143787,235775.9534531597,611037.0
54,baseline,1,64,90,11,3,2,18.969310829000356,20.403470360808612,1151826.125,0.0,643704.0
54,baseline,2,57,91,11,3,2,18.969310829000356,20.403470360808612,1148794.875,0.0,648722.0
54,baseline,3,59,93,11,3,2,18.969310829000356,20.403470360808612,1148783.625,0.0,645855.0
54,baseline,4,56,94,10,3,2,18.969310829000356,20.403470360808612,1146001.0,0.0,648397.0
54,baseline,5,52,91,10,3,2,18.969310829000356,20.403470360808612,1143635.0,0.0,652262.0
55,candidate,1,100,84,10,2,3,20.316097648145607,20.459034042239523,612387.6817596477,238053.0236212121,586450.0
55,candidate,2,98,89,10,2,3,20.316097648145607,20.459034042239523,612304.7848546294,238094.56729106256,587255.0
55,candidate,3,100,86,11,2,3,20.316097648145607,20.459034042239523,611213.6200096521,237867.32856854954,586230.0
55,candidate,4,100,81,10,2,3,20.316097648145607,20.459034042239523,611225.4864651443,237809.9641203283,587224.0
55,candidate,5,100,80,10,2,3,20.316097648145607,20.459034042239523,610824.1908494848,237729.518161978,587840.0
55,baseline,1,64,90,11,3,2,20.316097648145607,20.459034042239523,1151826.125,0.0,609516.0
55,baseline,2,57,91,11,3,2,20.316097648145607,20.459034042239523,1148794.875,0.0,606420.0
55,baseline,3,59,93,11,3,2,20.316097648145607,20.459034042239523,1148783.625,0.0,604225.0
55,baseline,4,56,94,10,3,2,20.316097648145607,20.459034042239523,1146001.0,0.0,605912.0
55,baseline,5,52,91,10,3,2,20.316097648145607,20.459034042239523,1143635.0,0.0,610559.0
56,candidate,1,53,96,10,3,1,20.343890955857784,20.42054280510598,600498.4289045824,236803.37455458692,578272.0
56,candidate,2,56,93,12,3,1,20.343890955857784,20.42054280510598,600476.4180437778,236801.16241880084,576840.0
56,candidate,3,56,87,11,3,1,20.343890955857784,20.42054280510598,600475.6990701726,236798.73343204623,578712.0
56,candidate,4,55,86,10,3,1,20.343890955857784,20.42054280510598,600468.1472745164,236797.68884227,579970.0
56,candidate,5,53,94,11,3,1,20.343890955857784,20.42054280510598,600442.906505559,236791.8828202773,578920.0
56,baseline,1,64,90,11,3,2,20.343890955857784,20.42054280510598,1151826.125,0.0,607622.0
56,baseline,2,57,91,11,3,2,20.343890955857784,20.42054280510598,1148794.875,0.0,604496.0
56,baseline,3,59,93,11,3,2,20.343890955857784,20.42054280510598,1148783.625,0.0,602324.0
56,baseline,4,56,94,10,3,2,20.343890955857784,20.42054280510598,1146001.0,0.0,603980.0
56,baseline,5,52,91,10,3,2,20.343890955857784,20.42054280510598,1143635.0,0.0,608626.0
57,candidate,1,70,91,11,3,1,20.556834179170295,20.435934591377087,598720.9601913493,236204.49686288356,570517.0
57,candidate,2,69,95,11,3,1,20.556834179170295,20.435934591377087,598709.7945814079,236201.10225577586,569841.0
57,candidate,3,67,97,10,3,1,20.556834179170295,20.435934591377087,598702.3238284595,236197.95286770797,570385.0
57,candidate,4,67,94,10,3,1,20.556834179170295,20.435934591377087,598702.3301184204,236197.08221917486,571266.0
57,candidate,5,67,100,10,3,1,20.556834179170295,20.435934591377087,598684.5051684375,236196.09702132092,569413.0
57,baseline,1,64,90,11,3,2,20.556834179170295,20.435934591377087,1151826.125,0.0,601387.0
57,baseline,2,57,91,11,3,2,20.556834179170295,20.435934591377087,1148794.875,0.0,598157.0
57,baseline,3,59,93,11,3,2,20.556834179170295,20.435934591377087,1148783.625,0.0,596054.0
57,baseline,4,56,94,10,3,2,20.556834179170295,20.435934591377087,1146001.0,0.0,597581.0
57,baseline,5,52,91,10,3,2,20.556834179170295,20.435934591377087,1143635.0,0.0,602034.0
58,candidate,1,54,91,10,3,1,19.05270562659425,20.300982978681777,603551.6046182605,236974.96043191882,613908.0
58,candidate,2,54,94,11,3,1,19.05270562659425,20.300982978681777,603499.8922715664,236964.84506504913,612932.0
58,candidate,3,53,90,10,3,1,19.05270562659425,20.300982978681777,603465.5150944459,236958.17965413973,615145.0
58,candidate,4,54,97,12,3,1,19.05270562659425,20.300982978681777,603405.5359448999,236950.84749932482,612389.0
58,candidate,5,52,96,11,3,1,19.05270562659425,20.300982978681777,603360.1619999926,236938.21290730234,613739.0
58,baseline,1,64,90,11,3,2,19.05270562659425,20.300982978681777,1151826.125,0.0,640910.0
58,baseline,2,57,91,11,3,2,19.05270562659425,20.300982978681777,1148794.875,0.0,645845.0
58,baseline,3,59,93,11,3,2,19.05270562659425,20.300982978681777,1148783.625,0.0,642969.0
58,baseline,4,56,94,10,3,2,19.05270562659425,20.300982978681777,1146001.0,0.0,645563.0
58,baseline,5,52,91,10,3,2,19.05270562659425,20.300982978681777,1143635.0,0.0,649456.0
59,candidate,1,60,100,13,3,1,19.47063794236877,20.267657976702345,602432.5893243531,237002.4398638889,592698.0
59,candidate,2,61,100,14,3,1,19.47063794236877,20.267657976702345,602424.0794219684,237011.33574475776,592234.0
59,candidate,3,60,99,12,3,1,19.47063794236877,20.267657976702345,602352.6971019979,236978.6308369589,592975.0
59,candidate,4,60,97,13,3,1,19.47063794236877,20.267657976702345,602343.2233576797,236982.61069219274,593873.0
59,candidate,5,60,95,13,3,1,19.47063794236877,20.267657976702345,602275.356481346,236968.1973494191,595117.0
59,baseline,1,64,90,11,3,2,19.47063794236877,20.267657976702345,1151826.125,0.0,624244.0
59,baseline,2,57,91,11,3,2,19.47063794236877,20.267657976702345,1148794.875,0.0,628311.0
59,baseline,3,59,93,11,3,2,19.47063794236877,20.267657976702345,1148783.625,0.0,625597.0
59,baseline,4,56,94,10,3,2,19.47063794236877,20.267657976702345,1146001.0,0.0,628089.0
59,baseline,5,52,91,10,3,2,19.47063794236877,20.267657976702345,1143635.0,0.0,632358.0
60,candidate,1,51,99,15,3,1,29.650851802285423,20.720899465116553,607866.2799192127,238043.19918310494,388729.0
60,candidate,2,52,98,15,3,1,29.650851802285423,20.720899465116553,607822.2256718577,238032.5826693592,388869.0
60,candidate,3,55,100,14,3,1,29.650851802285423,20.720899465116553,607603.0423269111,237970.21184206416,385760.0
60,candidate,4,54,100,14,3,1,29.650851802285423,20.720899465116553,607594.8911803365,237969.1592135275,386579.0
60,candidate,5,55,99,14,3,1,29.650851802285423,20.720899465116553,607545.1926253497,237957.7359799379,386488.0
60,baseline,1,64,90,11,3,2,29.650851802285423,20.720899465116553,1151826.125,0.0,393574.0
60,baseline,2,57,91,11,3,2,29.650851802285423,20.720899465116553,1148794.875,0.0,398334.0
60,baseline,3,59,93,11,3,2,29.650851802285423,20.720899465116553,1148783.625,0.0,395400.0
60,baseline,4,56,94,10,3,2,29.650851802285423,20.720899465116553,1146001.0,0.0,397924.0
60,baseline,5,52,91,10,3,2,29.650851802285423,20.720899465116553,1143635.0,0.0,401698.0
61,candidate,1,57,93,11,3,1,29.06415847378171,21.621871265095102,618985.9524359761,243880.5991925012,400346.0
61,candidate,2,63,91,11,3,1,29.06415847378171,21.621871265095102,617334.8913481068,243665.26909461018,395292.0
61,candidate,3,64,89,10,3,1,29.06415847378171,21.621871265095102,615279.1061243226,243269.87416165942,395531.0
61,candidate,4,64,86,11,3,1,29.06415847378171,21.621871265095102,612831.8761826095,242877.40400457603,396389.0
61,candidate,5,60,88,11,3,1,29.06415847378171,21.621871265095102,612867.4303215658,242612.64256884297,399209.0
61,baseline,1,64,90,11,3,2,29.06415847378171,21.621871265095102,1151826.125,0.0,407232.0
61,baseline,2,57,91,11,3,2,29.06415847378171,21.621871265095102,1148794.875,0.0,412775.0
61,baseline,3,59,93,11,3,2,29.06415847378171,21.621871265095102,1148783.625,0.0,409966.0
61,baseline,4,56,94,10,3,2,29.06415847378171,21.621871265095102,1146001.0,0.0,412271.0
61,baseline,5,52,91,10,3,2,29.06415847378171,21.621871265095102,1143635.0,0.0,415879.0
62,candidate,1,53,95,10,3,1,30.0,25.137454417372318,581287.5975003815,242092.79577766426,384698.0
62,candidate,2,51,91,10,3,1,30.0,25.137454417372318,581237.038614676,242248.5551599419,387507.0
62,candidate,3,52,92,10,3,1,30.0,25.137454417372318,581180.0517229429,242164.38348114726,386475.0
62,candidate,4,51,90,10,3,1,30.0,25.137454417372318,581098.8665362673,242248.04136574583,387693.0
62,candidate,5,52,91,10,3,1,30.0,25.137454417372318,581000.9001709447,242152.4182411843,386748.0
62,baseline,1,64,90,11,3,2,30.0,25.137454417372318,1151826.125,0.0,389314.0
62,baseline,2,57,91,11,3,2,30.0,25.137454417372318,1148794.875,0.0,393631.0
62,baseline,3,59,93,11,3,2,30.0,25.137454417372318,1148783.625,0.0,390670.0
62,baseline,4,56,94,10,3,2,30.0,25.137454417372318,1146001.0,0.0,393261.0
62,baseline,5,52,91,10,3,2,30.0,25.137454417372318,1143635.0,0.0,397137.0
63,candidate,1,62,75,10,3,1,29.60327141724628,27.31799587293267,480105.30880510824,229723.73942083295,388864.0
63,candidate,2,61,60,10,3,1,29.60327141724628,27.31799587293267,480094.7030574374,229726.60901132878,394514.0
63,candidate,3,60,81,10,3,1,29.60327141724628,27.31799587293267,480095.22953158413,229720.2220426151,388502.0
63,candidate,4,62,77,11,3,1,29.60327141724628,27.31799587293267,480086.16381011426,229719.00590166167,388121.0
63,candidate,5,59,91,10,3,1,29.60327141724628,27.31799587293267,480084.8378208495,229717.05546381758,386454.0
63,baseline,1,64,90,11,3,2,29.60327141724628,27.31799587293267,1151826.125,0.0,394343.0
63,baseline,2,57,91,11,3,2,29.60327141724628,27.31799587293267,1148794.875,0.0,399176.0
63,baseline,3,59,93,11,3,2,29.60327141724628,27.31799587293267,1148783.625,0.0,396269.0
63,baseline,4,56,94,10,3,2,29.60327141724628,27.31799587293267,1146001.0,0.0,398761.0
63,baseline,5,52,91,10,3,2,29.60327141724628,27.31799587293267,1143635.0,0.0,402546.0
64,candidate,1,62,50,11,1,1,30.0,28.026215093125934,396948.95348276035,198231.25054923265,383777.0
64,candidate,2,56,50,10,1,1,30.0,28.026215093125934,396930.3219208005,198240.08521375858,390259.0
64,candidate,3,58,50,10,1,1,30.0,28.026215093125934,396833.62229546625,198219.1844596153,388118.0
64,candidate,4,51,51,10,1,1,30.0,28.026215093125934,396675.1690532249,198602.79540210578,393702.0
64,candidate,5,60,57,10,1,1,30.0,28.026215093125934,396790.77720234153,198185.764096931,384514.0
64,baseline,1,64,90,11,3,2,30.0,28.026215093125934,1151826.125,0.0,389314.0
64,baseline,2,57,91,11,3,2,30.0,28.026215093125934,1148794.875,0.0,393631.0
64,baseline,3,59,93,11,3,2,30.0,28.026215093125934,1148783.625,0.0,390670.0
64,baseline,4,56,94,10,3,2,30.0,28.026215093125934,1146001.0,0.0,393261.0
64,baseline,5,52,91,10,3,2,30.0,28.026215093125934,1143635.0,0.0,397137.0
65,candidate,1,50,50,10,1,1,29.79314196362086,28.301789034295332,424616.13898515067,202022.20403844232,396079.0
65,candidate,2,50,52,10,1,1,29.79314196362086,28.301789034295332,424364.21876144304,201970.83274016276,395659.0
