method,slope,batch_size,seed,theta_rmse,y_rmse,y_crps
R-BOCPD-PF-usediscrepancy,0.001,10,456,0.13592941401185335,0.2993301781164851,0.17149194888856853
R-BOCPD-PF-nodiscrepancy,0.001,10,456,0.034431612858303484,1.1364755322367537,0.643558242575845
R-BOCPD-PF-halfdiscrepancy,0.001,10,456,0.03396906397594911,0.31317825654880277,0.17625460926742417
